,NOM_COM,INSEE_COM,x,y
1090,Aumelas,34016,749887.385361691,6275591.91452634
1091,Valros,34325,729272.733572627,6257871.59682265
1092,Bédarieux,34028,713424.670074959,6279312.0529753
1093,Agde,34003,739305.153711031,6245702.45726346
1094,Corneilhan,34084,715965.522550343,6255886.93752997
1095,Saint-Just,34272,789763.063596713,6284729.59924145
1096,Saint-Drézéry,34249,778806.385378179,6292691.7304608
1097,Nages-et-Solorgues,30186,799273.6683453,6299488.4246322
1098,Codognan,30083,798934.869993516,6292351.81259678
1099,Montels,34167,702061.184483091,6243410.46288833
1100,Baillargues,34022,781523.203658292,6284907.18149814
1101,Saint-Sériès,34288,789024.377306868,6293637.21071721
1102,Puisserguier,34225,703781.619356462,6253090.26475843
1103,Saturargues,34294,790071.8649661,6291235.61519178
1104,Poilhes,34206,707255.818564787,6245036.96094457
1105,Candillargues,34050,785899.014185234,6280467.42388348
1106,Boisseron,34033,786669.164700247,6295415.68854126
1107,Saint-Nazaire-de-Pézan,34280,790197.200563868,6282449.75609311
1108,Aigues-Vives,30004,795976.115606919,6293539.48409206
1109,Beaulieu,34027,782332.178781624,6292899.87608043
1110,Gallargues-le-Montueux,30123,794473.600319606,6291562.73015381
1111,Nissan-lez-Enserune,34183,709127.341417538,6242445.47539627
1112,Saint-Jean-de-Cornies,34265,780839.909862257,6294507.83869164
1113,Sommières,30321,787162.658604452,6297985.98876262
1114,Congénies,30091,793270.917740912,6298083.73837966
1115,Cabrerolles,34044,709885.658292397,6270618.39941518
1116,Saussines,34296,784634.125454485,6296156.19637945
1117,Mus,30185,796880.366521133,6293803.61112925
1118,Vieussan,34334,700030.712222361,6271217.89641081
1119,Junas,30136,789990.999548857,6296492.5283781
1120,Saint-Geniès-des-Mourgues,34256,783666.823692631,6289253.96339823
1121,Le Grau-du-Roi,30133,794358.930996418,6268274.39876311
1122,Valergues,34321,785479.127842411,6286475.43061231
1123,Les Aires,34008,705739.576092054,6274499.67264779
1124,Saint-Brès,34244,783763.938296976,6285895.79056542
1125,Combes,34083,703879.02645986,6278154.22971704
1126,Buzignargues,34043,780134.620695026,6297457.11425577
1127,Mudaison,34176,783599.591370017,6282909.0963268
1128,Sussargues,34307,780094.813694178,6290581.15974755
1129,Campagne,34048,783256.678774708,6299147.85495046
1130,Vergèze,30344,799375.350204954,6293887.92643751
1131,Saint-Aunès,34240,778041.541183188,6282272.44890257
1132,Saint-Hilaire-de-Beauvoir,34263,782197.676790508,6295466.29586133
1133,Lunel-Viel,34146,787437.497494266,6287672.07752373
1134,Restinclières,34227,783901.035187698,6292137.71959729
1135,Saint-Pierre-de-la-Fage,34283,734011.007282547,6299544.95042762
1136,Mauguio,34154,781152.724280009,6277638.47151952
1137,Marsillargues,34151,792691.712994981,6281530.63861804
1138,La Grande-Motte,34344,786976.323476263,6275030.63432135
1139,Cazedarnes,34065,702362.178972964,6258279.62898597
1140,Maureilhan,34155,708300.103128274,6250246.48227213
1141,Montady,34161,709250.616622376,6247685.20011146
1142,Cournonsec,34087,756817.018967106,6271498.84432759
1143,Cessenon-sur-Orb,34074,703293.876687064,6261703.58465753
1144,Lauroux,34132,722398.455213859,6299194.3713416
1145,Le Poujol-sur-Orb,34211,704459.041171249,6275962.6189402
1146,La Tour-sur-Orb,34312,712182.620399363,6284104.95976492
1147,Colombières-sur-Orb,34080,700914.138894292,6276261.6281454
1148,Montesquieu,34168,721928.759776116,6273733.58540257
1149,Lamalou-les-Bains,34126,706812.597789691,6277517.48433828
1150,Mélagues,12143,701346.475146352,6292091.69726712
1151,Saint-Étienne-Estréchoux,34252,708412.234487203,6284603.6956963
1152,Hérépian,34119,709533.461509585,6276968.96952226
1153,Le Pradal,34216,707725.1120953,6281579.13557288
1154,Saint-Guilhem-le-Désert,34261,743912.303722835,6295476.88881071
1155,Avène,34019,708445.598586529,6294421.42151511
1156,Taussac-la-Billière,34308,706172.343355745,6281586.73266222
1157,Mèze,34157,746856.122099884,6259066.58188673
1158,Neffiès,34181,726933.421963009,6271261.37073025
1159,Les Plans,34205,721433.728224523,6295273.84601513
1160,Lézignan-la-Cèbe,34136,735455.83110288,6266008.89293399
1161,Montarnaud,34163,756465.718706818,6283353.95187982
1162,Lavalette,34133,721871.26132725,6288214.79341007
1163,Liausson,34137,729105.232224255,6282403.85080658
1164,Olmet-et-Villecun,34188,724057.589304392,6289986.18484627
1165,Espondeilhan,34094,720933.613985133,6259884.40388749
1166,Laurens,34130,716158.148989996,6269269.07109048
1167,Gignac,34114,746327.643399504,6282440.31712605
1168,Coulobres,34085,722268.437695833,6261359.70825971
1169,Clermont-l'Hérault,34079,733331.397959431,6281768.36585834
1170,Puéchabon,34221,748847.09106353,6291974.23666605
1171,Canet,34051,739033.203190016,6277816.28000697
1172,Péret,34197,732192.951501196,6275166.78388492
1173,Le Bousquet-d'Orb,34038,712217.760861996,6289352.19440522
1174,Pouzolles,34214,722153.460896761,6264507.1341182
1175,Fouzilhon,34105,719194.658377363,6267392.86684156
1176,Argelliers,34012,754362.874352914,6291970.93681162
1177,Ceyras,34076,737215.893344512,6283511.01877915
1178,Villeveyrac,34341,748034.832384726,6267011.6112278
1179,Balaruc-le-Vieux,34024,756438.498154449,6263215.81153259
1180,Carlencas-et-Levas,34053,717764.849522524,6281183.32545169
1181,Pouzols,34215,741112.891794282,6280302.84938697
1182,Brignac,34041,738008.290000143,6280447.58366677
1183,Balaruc-les-Bains,34023,755935.271913697,6261115.49350035
1184,Poujols,34212,725638.115567927,6297129.95770028
1185,Caux,34063,729745.326037033,6267366.30384789
1186,Soubès,34304,728326.598382881,6297912.25790468
1187,Usclas-du-Bosc,34316,732182.889109579,6292235.49462641
1188,Saint-Bauzille-de-la-Sylve,34241,745118.40792767,6279209.33768274
1189,Poussan,34213,753453.201769938,6266338.5069392
1190,Loupian,34143,750692.615387569,6261469.46332957
1191,Aspiran,34013,736230.912816383,6274338.98616294
1192,Celles,34072,729138.242714981,6285351.66464165
1193,Popian,34208,743066.908287619,6280702.33766512
1194,Aumes,34017,737984.216702253,6262891.3441542
1195,Saint-Félix-de-Lodez,34254,737841.186639875,6284808.7467663
1196,Lunas,34144,716628.558054079,6290003.00002141
1197,Roquessels,34234,718314.40182652,6272355.41601038
1198,Puissalicon,34224,719245.750895873,6261684.63604422
1199,Fos,34104,719538.948301426,6274377.42784873
1200,Pézenas,34199,733679.052527737,6262776.36095713
1201,Paulhan,34194,737069.360884234,6271097.48544971
1202,Tourbes,34311,730231.597424317,6260484.84980761
1203,Caussiniojouls,34062,712608.741244211,6272220.90507358
1204,Abeilhan,34001,724275.971456662,6262105.59941809
1205,Margon,34149,724607.017191052,6265310.70199307
1206,Bouzigues,34039,753255.946476765,6260923.53918437
1207,La Boissière,34035,751973.040946983,6284111.13922384
1208,Villeneuvette,34338,732416.214283853,6279143.63361757
1209,Alignan-du-Vent,34009,727493.625637325,6263367.68754769
1210,Adissan,34002,734448.801351879,6270751.98292361
1211,Montaud,34164,777289.288876681,6294766.05951566
1212,Palavas-les-Flots,34192,774869.347628024,6270935.87022309
1213,Combaillaux,34082,762831.327912783,6286215.95706778
1214,Montferrier-sur-Lez,34169,769634.104646088,6285963.61288244
1215,Gigean,34113,758524.931047785,6266392.48756823
1216,Murviel-lès-Montpellier,34179,759717.586773339,6279175.86675812
1217,Le Triadou,34314,769160.740761417,6293510.47225133
1218,Clapiers,34077,771529.54850333,6285169.52152086
1219,Saussan,34295,762997.579137606,6274708.2373542
1220,Lavérune,34134,764801.761375616,6276538.98614514
1221,Saint-Bauzille-de-Montmel,34242,776520.474167344,6297906.43385208
1222,Saint-Vincent-de-Barbeyrargues,34290,770647.09159621,6290613.05502431
1223,Les Matelles,34153,765009.740164128,6292426.60275857
1224,Viols-en-Laval,34342,759644.84637481,6294254.09290077
1225,Assas,34014,772411.494876798,6290568.73082006
1226,Guzargues,34118,774500.19282289,6292605.58835201
1227,Frontignan,34108,760701.592794967,6261291.50665114
1228,Saint-Gély-du-Fesc,34255,765310.53990878,6288100.16966918
1229,Saint-Georges-d'Orques,34259,762496.376181906,6280056.77489785
1230,Lattes,34129,772909.937230984,6274246.31180971
1231,Castelnau-le-Lez,34057,773645.156706384,6282500.86711703
1232,Juvignac,34123,764242.837318886,6280886.2848668
1233,Sainte-Croix-de-Quintillargues,34248,773351.248929978,6296972.73125837
1234,Le Crès,34090,775555.659054284,6284209.88245504
1235,Vic-la-Gardiole,34333,765060.966883414,6265577.27734077
1236,Saint-Jean-de-Cuculles,34266,767151.3915868,6295138.12030822
1237,Vailhauquès,34320,758767.753061608,6285246.72497999
1238,Prades-le-Lez,34217,769725.121531736,6290205.75520469
1239,Mireval,34159,764948.702534269,6268983.30315385
1240,Teyran,34309,774898.476012622,6287740.94502425
1241,Nébian,34180,735340.094244226,6277922.04368636
1242,Anduze,30010,778076.804114705,6328454.91008798
1243,Serverette,48188,731005.171924949,6400184.3789022
1244,Montignargues,30180,796821.138423489,6315510.49773248
1245,Lédignan,30146,788909.668426398,6321380.91765643
1246,Saint-Hippolyte-de-Caton,30261,796278.407319121,6331043.85102595
1247,Crespian,30098,789216.883279144,6310052.92511606
1248,La Couvertoirade,12082,723147.837958283,6314518.43196168
1249,Saint-Beaulize,12212,708001.031000277,6311877.57152335
1250,Les Rives,34230,721213.885158481,6306368.06581865
1251,Blandas,30040,740702.988824933,6313696.45611265
1252,Marnhagues-et-Latour,12139,703361.511486776,6308972.1445003
1253,Saint-Martial,30283,759650.407191911,6326893.53613314
1254,Vialas,48194,771002.934444195,6360804.54945288
1255,La Bastide-Puylaurent,48021,770503.442614384,6385570.16003012
1256,Badaroux,48013,743919.808184744,6382510.07667921
1257,Sénéchas,30316,779932.922739075,6360045.08612003
1258,Saint-André-de-Valborgne,30231,754837.878498939,6338974.58660891
1259,Revens,30213,724117.432714499,6332484.21988374
1260,Saint-Sébastien-d'Aigrefeuille,30298,779255.239019505,6335620.16027383
1261,Lanuéjols,30139,730039.435034292,6336581.7055826
1262,Valflaunès,34322,769400.8939155,6300696.71294433
1263,Saint-Roman-de-Codières,30296,762020.446334254,6323964.99644593
1264,Domessargues,30104,793514.967139556,6320109.67732932
1265,Saint-Jean-de-Crieulon,30265,780121.238112823,6319120.76226303
1266,Saint-Mamert-du-Gard,30281,794302.251482398,6310056.52341832
1267,Conqueyrac,30093,772739.335173,6315906.04520012
1268,Boucoiran-et-Nozières,30046,794529.849613635,6322406.00164995
1269,Logrian-Florian,30150,782261.878629316,6316924.89867764
1270,Bragassargues,30050,783995.553673646,6313882.26716813
1271,Vézénobres,30348,790910.902387293,6328677.86756716
1272,Euzet,30109,798996.007738456,6331286.80267808
1273,Moussac,30184,799083.759734458,6320615.57929779
1274,Maruéjols-lès-Gardon,30160,790984.671089355,6323605.42473688
1275,Claret,34078,770503.539804555,6306862.89037158
1276,Montagnac,30354,792568.016073157,6316047.23641614
1277,Massillargues-Attuech,30162,781912.075573368,6324661.92134691
1278,Cardet,30068,787303.071292947,6324598.61089415
1279,Saint-Bauzély,30233,795759.931357163,6314361.06778117
1280,Cendras,30077,782807.466775524,6339597.36292716
1281,Aigremont,30002,789740.852285396,6318697.00027043
1282,Bagard,30027,783638.381396663,6330701.11982712
1283,Saint-Jean-du-Pin,30270,782694.187039611,6335807.66230532
1284,Ribaute-les-Tavernes,30214,786972.691702193,6327591.08395045
1285,Générargues,30129,779454.300495721,6331739.34093368
1286,Saint-Jean-de-Ceyrargues,30264,798231.74719579,6329166.23177044
1287,Mauressargues,30163,793307.068179327,6318048.77544979
1288,Alès,30007,787115.484114521,6336836.35680747
1289,Lézan,30147,784307.018036603,6324267.83066416
1290,Savignargues,30314,786697.240535474,6319182.84830923
1291,Saint-Hilaire-de-Brethmas,30259,789937.490193797,6333206.23083549
1292,Saint-Théodorit,30300,787011.657719392,6316660.99739084
1293,Fraissinet-de-Fourques,48065,742456.113489104,6345728.49276847
1294,Montmirat,30181,789780.853517877,6312207.38249899
1295,Sauzet,30313,797635.795809334,6318893.87093331
1296,Molezon,48098,755457.29569531,6346956.18592786
1297,La Rouvière,30224,799650.874674287,6314276.22170352
1298,Saint-Étienne-de-l'Olm,30250,794786.127699133,6330054.56790875
1299,Saint-Bénézet,30234,791127.577657248,6321975.60891921
1300,Deaux,30101,792714.713526951,6330756.82602598
1301,Moulézan,30183,790719.076415799,6314701.12771078
1302,Fons,30112,794846.089158298,6312714.42672798
1303,Gajan,30122,798486.244610131,6311801.56503881
1304,Clarensac,30082,798549.087760902,6305032.25247799
1305,Souvignargues,30324,791345.372125056,6302939.83271576
1306,Aujargues,30023,790787.807942154,6299826.87448758
1307,Carnas,30069,779740.052587986,6303665.5545945
1308,Garrigues,34112,781333.923565722,6300464.69553529
1309,Parignargues,30193,797530.972816206,6308603.57873428
1310,Lecques,30144,784982.618404649,6305468.63189566
1311,Saint-Côme-et-Maruéjols,30245,795573.515137784,6304311.92153412
1312,Aspères,30018,783615.690870916,6301443.78814133
1313,Saint-Dionisy,30249,798479.56642924,6301422.32578644
1314,Montpezat,30182,793215.786257617,6306799.1044086
1315,Villevieille,30352,788547.484996247,6300323.10734522
1316,Salinelles,30306,785816.048643451,6302001.87892478
1317,Saint-Clément,30244,782523.629473088,6303719.35798507
1318,Vic-le-Fesq,30349,786591.648958146,6308263.71199969
1319,Sardan,30309,783193.807503729,6308084.39419822
1320,Lanuéjols,48081,746729.056328957,6376975.09689435
1321,Pont de Montvert - Sud Mont Lozère,48116,760964.996122756,6363850.20342236
1322,Châteauneuf-de-Randon,48043,754368.193349771,6394581.40496627
1323,Prévenchères,48119,773150.658251209,6380430.20634929
1324,Cans et Cévennes,48166,751256.41894219,6354463.42262974
1325,Vebron,48193,743352.491232844,6350903.05583155
1326,Mende,48095,738238.727078333,6381246.76694694
1327,Florac Trois Rivières,48061,748293.271658856,6357778.17976154
1328,Gatuzières,48069,739810.632318985,6344071.77052142
1329,Laubert,48082,751178.005486227,6388901.325894
1330,Arzenc-de-Randon,48008,748733.720067727,6395095.74177137
1331,Cubières,48053,762583.643790901,6375498.73636972
1332,Chastel-Nouvel,48042,739095.020140584,6385877.64805289
1333,Saint-Bauzile,48137,739066.594104357,6374596.87585629
1334,Gagnières,30120,789556.396291573,6358003.29034548
1335,Sainte-Hélène,48157,747902.244069603,6380233.55684766
1336,Saint-Frézal-d'Albuges,48151,760887.471276025,6387144.10439917
1337,Barre-des-Cévennes,48019,753592.259086419,6350795.29762385
1338,Cassagnas,48036,758761.660492461,6353356.43087068
1339,Pied-de-Borne,48015,776993.18170347,6376210.56034845
1340,Malons-et-Elze,30153,781099.422247701,6369835.36809255
1341,Mont Lozère et Goulet,48027,759575.284802444,6379680.21623816
1342,Bonnevaux,30044,782515.917828795,6364208.5546762
1343,Chaudeyrac,48045,759582.673927716,6393925.29019291
1344,Les Bondons,48028,750522.288635383,6366766.00616509
1345,Cubiérettes,48054,762669.22592847,6372015.63617765
1346,Montbel,48100,756529.676875463,6388858.71255656
1347,Saint-André-Capcèze,48135,774996.782216297,6369202.54054484
1348,Meyrueis,48096,736146.481911262,6341512.01069187
1349,Saint-Jean-et-Saint-Paul,12232,702418.226753432,6314400.82332263
1350,Villefort,48198,773997.530487284,6372159.93373456
1351,Viala-du-Pas-de-Jaux,12295,705447.057881877,6317778.30612211
1352,Tournemire,12282,702163.416534916,6318799.24592125
1353,Roquedur,30220,753183.927627371,6320107.63588755
1354,Ganges,34111,756607.637065001,6316534.95969083
1355,Saint-Bresson,30238,751673.348589767,6317530.87031611
1356,Molières-Cavaillac,30170,745872.994160256,6319252.45428669
1357,Montdardier,30176,746482.426197146,6315136.68975224
1358,Saint-Julien-de-la-Nef,30272,754961.729335351,6318406.18651091
1359,Saint-Laurent-le-Minier,30280,752428.686298124,6314146.38058493
1360,Le Vigan,30350,750143.159238626,6321305.17308077
1361,Saint-André-de-Buèges,34238,752226.305540738,6306320.93875875
1362,Pommiers,30199,749494.198347458,6316747.68204839
1363,L'Hospitalet-du-Larzac,12115,716704.667931549,6319453.84308594
1364,Cazilhac,34067,755500.040031889,6313425.66278968
1365,Aulas,30024,747045.65957194,6322381.07021881
1366,Arre,30016,741652.466266496,6317749.84155242
1367,Cornus,12077,716125.090262357,6310400.26938368
1368,Avèze,30026,748106.411792313,6319815.20798857
1369,Le Caylar,34064,725049.120180867,6308138.00625481
1370,Nant,12168,722936.453083313,6324602.12204921
1371,Colognac,30087,765376.685744517,6326373.55611798
1372,Dourbies,30105,738447.476944202,6329527.41170864
1373,Mandagout,30154,750325.371105297,6325414.28347103
1374,Peyrolles,30195,766312.869363209,6334454.91249852
1375,L'Estréchure,30108,763052.946911552,6333445.19314571
1376,Causse-Bégon,30074,728468.595024181,6329735.28861585
1377,Saint-Bonnet-de-Salendrinque,30236,769862.50125816,6326697.13254155
1378,Aumessas,30025,741167.068783458,6323753.4381261
1379,Saint-Félix-de-Pallières,30252,774243.720829114,6325350.51789321
1380,Saint-André-de-Majencoules,30229,754230.164661383,6325630.81688341
1381,Sainte-Croix-de-Caderle,30246,769743.667866724,6330255.32827315
1382,Saumane,30310,761529.550506002,6335901.27478228
1383,Pégairolles-de-Buèges,34195,746347.124604237,6300870.33799854
1384,Romiguières,34231,719184.349077227,6302109.27875089
1385,Lauret,34131,770903.290668288,6303966.86160209
1386,Agonès,34005,758403.522707669,6311586.90942628
1387,Notre-Dame-de-Londres,34185,760887.65568315,6303965.76017205
1388,Saint-Bauzille-de-Putois,34243,761023.477545964,6311562.41968046
1389,Sauteyrargues,34297,773885.94279955,6303906.2740282
1390,Ferrières-les-Verreries,34099,764299.379521507,6307938.7450913
1391,Cros,30099,766049.161608034,6322776.61525282
1392,Fontanès,34102,773970.765430008,6299915.20509692
1393,Montoulieu,34171,764423.098068949,6313627.86181983
1394,Moulès-et-Baucels,34174,760662.868117423,6317007.7763177
1395,Laroque,34128,758930.62565089,6314356.8922924
1396,Pompignan,30200,769083.179316803,6311154.29622451
1397,Saint-Geniès-de-Fontedit,34258,714150.851899669,6263321.33192305
1398,Fontanès,30114,787989.323621743,6304245.46926542
1399,Saint-Just-et-Vacquières,30275,798943.706192813,6334263.16378111
1400,Boissières,30043,799026.905162031,6297633.7354413
1401,Le Collet-de-Dèze,48051,773883.155644165,6351197.06529792
1402,Saint-Beauzile,81243,605203.023713026,6326074.96177072
1403,Le Puech,34220,726228.978460933,6287142.83611664
1404,Peyre en Aubrac,48009,721286.889247264,6399910.6182561
1405,Argences en Aubrac,12223,685369.941501227,6408508.11201701
1406,Saint-Jean-de-Maruéjols-et-Avéjan,30266,803760.271909913,6352887.61785841
1407,Sainte-Eulalie-de-Cernon,12220,711114.388131409,6317955.36437945
1408,Lacabarède,81121,667090.796799768,6261269.76243322
1409,Saint-Privat-des-Vieux,30294,790448.530557774,6338758.5275806
1410,Saint-Jean-de-la-Blaquière,34268,734694.941636988,6290191.75439512
1411,Banassac-Canilhac,48017,713560.764396448,6370181.22998745
1412,Bordezac,30045,786651.948292381,6358119.15024421
1413,Cannes-et-Clairan,30066,787166.668140467,6313098.34310582
1414,Saint-Sauveur-Camprieu,30297,738003.988620212,6334051.49140924
1415,Saint-André-de-Lancize,48136,763401.925045284,6353123.0364336
1416,Rogues,30219,745098.28427423,6309032.27683663
1417,Calmont,12043,662014.683380234,6351220.83721621
1418,Gorniès,34115,750144.007737405,6309665.03126308
1419,Saint-Symphorien-de-Thénières,12250,676957.177564902,6404612.0718051
1420,Remoulins,30212,825625.342665675,6317010.60329118
1421,Cruviers-Lascours,30100,795671.327866539,6324382.96710656
1422,Gailhan,30121,782707.285700678,6305947.24366973
1423,La Malène,48088,725023.652113884,6355941.78614363
1424,Pégairolles-de-l'Escalette,34196,726906.54719263,6301607.04616058
1425,Rochegude,30218,802401.53073573,6349745.42661688
1426,Rodilhan,30356,815348.453724658,6304009.26701685
1427,Ponteils-et-Brésis,30201,776996.014796376,6367029.97706213
1428,Saint-Gal,48153,733031.83744628,6396583.32109279
1429,Altier,48004,768163.029303309,6373743.41812191
1430,La Cavalerie,12063,714727.147128279,6323641.96824731
1431,Cazevieille,34066,763998.931265123,6296464.21488801
1432,Viols-le-Fort,34343,755730.541841836,6293306.03858599
1433,Saint-Flour-de-Mercoire,48150,765744.475064869,6398394.8409324
1434,Aimargues,30006,797112.571861743,6286608.41700235
1435,Corbès,30094,776405.054800938,6331092.85211809
1436,Soudorgues,30322,764632.117465158,6330031.80388021
1437,Moissac-Vallée-Française,48097,763308.870658619,6340186.01141734
1438,Recoules-de-Fumas,48124,726418.312312869,6392625.34454995
1439,Vacquières,34318,776479.098482235,6303816.05572767
1440,Sernhac,30317,825375.35003775,6313751.29827318
1441,La Bastide-d'Engras,30031,818266.324245012,6333816.99646338
1442,Causse-de-la-Selle,34060,750680.804478615,6299557.63242483
1443,Saint-Étienne-du-Valdonnez,48147,745674.86033407,6371613.30492891
